timestamp,signal_strength,packet_loss_rate,round_trip_time,communication_protocol,frequency_band,encryption_type,drone_gps_coordinates,altitude,speed_trajectory,transmission_power,message_authentication_status,session_key_validity,signal_noise_ratio,sequence_number_gap,drone_identification,data_rate,network_traffic_volume,gps_signal_integrity,uplink_downlink_quality,base_station_load,port_scanning_attempts,drone_signal_handoff,malware_detection_signals,anomaly_in_behavioral_pattern,intrusion_detection_flags,temporal_patterns,label_normal,label_spoofing,label_mitm,label_ddos,label_gps_spoofing,label_malware,label_jamming,label_protocol_exploit
2024-11-04 23:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(57.87527159819501, 118.44725576960604)",100,30,20,1,1,30,0,50,100,100,1,50,50,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2024-11-05 00:00:00,-60,0,466,Wi-Fi,5.0,AES,"(12.660913538095954, -46.68626559678947)",100,30,20,1,0,30,0,14,373,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 01:00:00,-61,0,50,ZigBee,5.0,RSA,"(31.043763792251454, -169.36280871222527)",100,30,20,1,1,30,0,65,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 02:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-23.30654071576754, 29.3357526184939)",100,30,20,0,1,43,0,94,100,1086,1,50,50,0,1,0,3,1,0,0,0,0,0,0,0,0,0
2024-11-05 03:00:00,-60,43,50,Wi-Fi,2.4,AES,"(-80.25863128157536, 76.04969119920759)",100,30,20,1,1,30,0,29,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 04:00:00,-60,0,50,Wi-Fi,2.4,AES,"(86.69153137712757, 104.01384782602008)",100,30,20,1,1,30,0,81,107,100,1,50,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2024-11-05 05:00:00,-60,0,50,Wi-Fi,2.4,AES,"(74.96398294549931, -92.32608496397718)",100,30,20,1,1,30,0,31,100,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-11-05 06:00:00,-60,0,50,ZigBee,2.4,Plain-text,"(58.63006921104886, -9.349612585997903)",100,30,9,1,1,30,0,42,380,100,1,50,50,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2024-11-05 07:00:00,-60,0,50,Wi-Fi,915.0,AES,"(21.933035737965895, -112.5426974040073)",100,30,20,1,1,30,0,97,100,588,1,89,50,0,1,5,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 08:00:00,-60,0,50,Wi-Fi,5.0,AES,"(54.09609468992403, 128.4373252946881)",100,30,20,1,1,30,0,9,100,1922,1,50,50,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2024-11-05 09:00:00,-81,0,50,LoRa,2.4,AES,"(-21.131432481838544, -31.721306146976815)",100,30,20,1,1,30,0,65,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 10:00:00,-60,0,50,ZigBee,2.4,AES,"(30.405582234353858, -8.393080406578946)",45,30,20,1,1,30,0,63,100,100,1,50,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-11-05 11:00:00,-60,0,50,Wi-Fi,2.4,AES,"(13.870345029165051, 113.61366556985706)",100,30,20,1,1,30,0,71,100,100,1,50,50,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2024-11-05 12:00:00,-60,0,50,ZigBee,2.4,AES,"(-19.51494739934752, 27.197027907459017)",100,30,20,1,1,30,0,73,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 13:00:00,-60,0,50,Wi-Fi,5.0,AES,"(5.783991818249859, 78.58091131999129)",100,30,20,1,1,30,0,35,100,1698,1,50,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 14:00:00,-60,0,50,Wi-Fi,5.0,AES,"(48.362491257407385, -175.8631305463162)",100,30,20,1,1,30,0,32,100,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-11-05 15:00:00,-60,44,50,Wi-Fi,5.0,Plain-text,"(88.18271499690147, 87.65832351072908)",100,30,20,1,1,30,0,16,100,100,1,50,50,0,1,0,0,0,0,1,0,0,0,0,0,0,1
2024-11-05 16:00:00,-60,0,50,ZigBee,5.0,RSA,"(-70.91628910252801, 64.86586790872889)",100,9,20,1,1,30,0,54,100,100,1,98,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 17:00:00,-63,0,50,Wi-Fi,915.0,AES,"(-34.672037128291805, -165.71913183421816)",100,30,20,0,0,30,0,13,100,1986,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 18:00:00,-45,0,486,Wi-Fi,5.0,AES,"(-21.457358412870747, -78.69164930592213)",100,30,9,1,1,37,0,38,100,100,1,50,147,0,1,0,4,0,0,0,0,0,0,0,0,0,0
2024-11-05 19:00:00,-60,0,50,Wi-Fi,2.4,AES,"(43.99256957813088, 100.23419709469346)",100,30,20,1,0,30,0,94,100,100,1,50,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024-11-05 20:00:00,-60,0,50,LoRa,915.0,AES,"(-9.849514444288104, -130.49057436983963)",100,30,20,1,1,30,0,37,100,100,1,50,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024-11-05 21:00:00,-54,33,203,Wi-Fi,5.0,AES,"(58.980866090752244, 125.09022314708551)",100,30,20,0,1,30,0,12,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-05 22:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(-29.768378966550394, -56.43356424991923)",100,30,20,1,1,30,0,14,100,100,1,50,50,0,1,3,0,0,1,0,0,0,0,0,0,0,0
2024-11-05 23:00:00,-49,0,50,ZigBee,5.0,AES,"(-5.582815830960925, -69.32083407104773)",100,30,20,0,0,30,0,80,100,524,1,44,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 00:00:00,-41,0,492,Wi-Fi,2.4,AES,"(-69.96519561626195, 79.27376398157566)",100,30,20,1,0,30,0,79,100,1792,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 01:00:00,-60,0,50,Wi-Fi,915.0,AES,"(85.83405289102666, 48.21828716086779)",100,30,20,1,1,30,0,20,100,100,1,50,50,0,1,2,0,0,1,0,0,0,1,0,0,0,0
2024-11-06 02:00:00,-60,0,50,ZigBee,5.0,RSA,"(75.42468652515319, 127.08120293024103)",100,30,20,1,1,30,0,68,100,100,1,50,50,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2024-11-06 03:00:00,-77,5,119,Wi-Fi,915.0,AES,"(-75.76175161306679, -5.646063029338819)",100,30,20,1,1,30,0,65,347,100,1,50,50,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2024-11-06 04:00:00,-60,0,152,LoRa,5.0,AES,"(57.19710823838162, 96.80467584678752)",100,30,43,1,1,30,0,72,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 05:00:00,-48,0,50,Wi-Fi,5.0,AES,"(89.67679724739355, -87.68132592132345)",100,30,20,1,1,30,0,53,141,100,1,50,155,0,1,0,3,0,0,0,0,0,0,0,0,1,0
2024-11-06 06:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-18.835965490013052, -151.9583594807193)",284,30,20,1,0,30,0,28,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 07:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-89.10827283126608, -28.1368275756046)",100,47,20,1,1,30,0,100,147,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 08:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-26.117240863444245, 152.46795818481212)",100,30,20,1,1,30,0,60,100,100,1,43,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 09:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(-39.0379867682401, -168.12665161818)",100,30,20,1,1,30,0,5,100,100,1,68,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 10:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-57.57496752626235, -90.28818484907498)",100,30,20,0,1,30,0,79,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 11:00:00,-60,0,50,Wi-Fi,915.0,AES,"(67.85421887043668, 141.082183675672)",100,30,20,1,1,30,0,35,100,1187,1,50,139,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2024-11-06 12:00:00,-60,0,50,Wi-Fi,5.0,AES,"(18.94554019544519, 171.33106996703032)",100,30,20,1,1,30,0,2,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 13:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-83.68527169624244, 156.56908529706868)",100,30,20,1,1,30,0,99,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 14:00:00,-60,0,439,ZigBee,915.0,RSA,"(-76.01499059641756, -83.07016108681924)",100,30,20,1,1,30,0,89,100,1860,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 15:00:00,-78,0,50,Wi-Fi,2.4,Plain-text,"(53.28990089631844, 24.658810612273186)",100,30,20,1,1,30,0,21,79,100,1,50,50,0,1,0,4,0,0,0,0,0,0,0,0,0,0
2024-11-06 16:00:00,-60,0,50,Wi-Fi,5.0,AES,"(77.97432720395403, -144.16850848976608)",100,30,20,1,0,30,7,26,100,644,1,50,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024-11-06 17:00:00,-63,0,50,ZigBee,5.0,RSA,"(-42.40691823069651, 122.16758717614118)",100,30,25,1,1,30,0,33,100,542,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 18:00:00,-60,0,50,ZigBee,2.4,AES,"(56.49960320049402, -8.791412912866605)",100,30,20,1,1,30,0,16,81,100,1,50,50,0,1,0,3,0,0,0,0,0,0,0,0,0,0
2024-11-06 19:00:00,-60,0,50,LoRa,5.0,AES,"(66.08187341305373, 5.031878133286625)",100,30,20,1,0,30,0,55,100,100,1,50,50,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024-11-06 20:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-72.97910688670471, -142.97929790633862)",100,30,20,1,1,30,0,28,100,100,1,50,213,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 21:00:00,-60,0,122,Wi-Fi,2.4,AES,"(-53.28468129147059, 29.723027667936776)",100,30,20,1,1,30,0,31,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-06 22:00:00,-60,0,114,Wi-Fi,915.0,AES,"(-79.77251294528955, -12.79653379268808)",100,30,20,1,1,30,0,68,100,1439,1,50,50,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2024-11-06 23:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(35.13316352072792, -61.137852972464216)",261,30,20,1,0,30,0,3,100,100,1,27,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-11-07 00:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-54.80642212836496, -77.40301216417916)",100,30,20,1,1,30,0,24,100,1586,1,50,111,0,1,0,4,0,1,0,0,0,0,0,0,0,0
2024-11-07 01:00:00,-60,0,50,Wi-Fi,5.0,AES,"(64.67413904253661, -129.76820704642358)",100,30,9,1,1,8,0,30,100,100,1,69,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 02:00:00,-60,0,253,Wi-Fi,2.4,AES,"(-36.68881701763541, -33.436948281503135)",100,30,20,1,1,30,0,69,100,100,1,97,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-11-07 03:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-20.886715276836924, -81.4172969001492)",100,30,35,1,1,30,0,27,100,920,1,33,284,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-11-07 04:00:00,-58,33,494,ZigBee,2.4,AES,"(85.52426131286083, 102.17669175656874)",100,30,20,1,0,30,0,4,100,1447,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 05:00:00,-60,0,50,ZigBee,5.0,AES,"(-78.19158682309555, -29.54113599656162)",100,30,20,0,1,30,0,35,100,100,1,50,224,0,1,0,2,1,0,0,0,0,0,0,1,0,0
2024-11-07 06:00:00,-60,0,50,LoRa,5.0,AES,"(-58.510506807322, 37.37508375659914)",100,30,20,1,1,30,0,73,268,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2024-11-07 07:00:00,-70,0,50,Wi-Fi,5.0,RSA,"(-84.16999025032587, 104.76096804872242)",100,30,20,1,1,30,0,44,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 08:00:00,-60,0,50,ZigBee,2.4,AES,"(42.12238851188107, 75.09842244197034)",100,30,20,1,1,30,0,79,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-11-07 09:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(-87.71831206078983, 89.69964646103176)",100,30,20,1,1,30,0,96,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 10:00:00,-60,0,50,Wi-Fi,5.0,Plain-text,"(9.612994622774323, -23.32303055559393)",100,30,20,1,1,30,0,21,100,1965,1,50,196,0,1,0,0,0,0,1,0,0,0,1,0,0,0
2024-11-07 11:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-62.634808334971375, -97.92502724637023)",100,81,20,1,1,30,0,36,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 12:00:00,-60,0,50,Wi-Fi,2.4,AES,"(70.30683942414157, -130.68702366856382)",100,30,20,1,1,30,0,50,100,100,1,50,50,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024-11-07 13:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(-10.167415066988099, -123.14174054785036)",100,30,20,1,1,11,0,18,100,100,1,50,50,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2024-11-07 14:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(13.970536088293457, 133.86751512537546)",419,86,20,1,1,30,0,18,100,1970,1,50,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2024-11-07 15:00:00,-60,0,50,Wi-Fi,915.0,RSA,"(-35.28319897212421, 22.766587471479795)",100,30,20,1,1,30,0,93,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-11-07 16:00:00,-60,0,50,Wi-Fi,2.4,Plain-text,"(81.65744099785567, 66.53031440514786)",357,96,20,1,1,30,0,12,100,1138,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 17:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-86.34435040000011, -17.016843306839036)",100,7,20,1,1,25,0,6,100,100,1,53,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-11-07 18:00:00,-60,0,129,ZigBee,915.0,AES,"(78.53113121633453, -54.932532384830495)",100,30,20,1,1,30,0,74,100,774,1,66,50,0,1,7,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 19:00:00,-44,0,50,Wi-Fi,915.0,RSA,"(-41.992654115645244, -122.68542625347753)",100,30,36,1,1,30,0,54,100,552,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 20:00:00,-60,0,379,ZigBee,5.0,AES,"(41.745886888845405, 60.403270262964384)",100,30,20,1,0,30,0,39,100,100,1,54,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 21:00:00,-60,0,50,LoRa,915.0,AES,"(15.924932738639967, -40.86978091244046)",100,30,20,1,0,30,0,80,100,1531,1,50,50,0,1,3,0,0,0,0,0,0,0,0,0,0,0
2024-11-07 22:00:00,-60,0,50,Wi-Fi,915.0,RSA,"(19.771846131466404, -85.92687494904254)",100,30,42,1,1,30,0,72,100,100,1,50,50,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2024-11-07 23:00:00,-60,0,119,ZigBee,2.4,AES,"(-81.58039395804612, -39.712265566572995)",100,30,20,1,1,30,0,92,100,100,1,50,50,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024-11-08 00:00:00,-60,0,258,ZigBee,915.0,AES,"(11.638368124106464, 127.6951821242697)",100,79,20,1,1,30,0,96,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 01:00:00,-60,31,50,Wi-Fi,915.0,AES,"(-68.42758129273695, -38.168235009389406)",100,30,20,1,1,30,0,73,100,100,1,62,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 02:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-19.74239905784816, 128.1040066998272)",100,30,18,0,1,30,0,41,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 03:00:00,-60,0,50,Wi-Fi,5.0,Plain-text,"(67.54014116308849, -39.16498180245472)",87,30,20,1,1,30,0,58,100,1569,1,50,249,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024-11-08 04:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-22.659937434414104, -5.850552185926091)",100,30,20,1,1,30,0,13,100,100,1,50,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024-11-08 05:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(25.020478902759237, 174.3916821234718)",100,30,20,1,1,30,0,34,100,1322,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 06:00:00,-60,0,50,Wi-Fi,915.0,AES,"(45.79884039736265, 142.45994591075595)",27,30,20,1,1,30,0,4,100,100,1,50,50,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2024-11-08 07:00:00,-60,0,50,Wi-Fi,2.4,RSA,"(-34.36701751383888, 95.25155090542108)",100,30,20,1,1,30,0,33,305,100,1,50,50,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 08:00:00,-60,0,160,Wi-Fi,2.4,Plain-text,"(26.71959137063422, -49.01396184505796)",100,30,20,1,0,16,0,13,100,100,1,50,50,0,1,0,0,0,0,1,0,0,0,1,0,1,0
2024-11-08 09:00:00,-60,0,50,ZigBee,5.0,AES,"(24.189653289535556, 103.93168769673531)",100,30,20,1,1,40,0,51,100,100,1,50,145,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2024-11-08 10:00:00,-60,0,50,Wi-Fi,5.0,Plain-text,"(-81.42523516809207, -38.31611231521211)",100,30,20,1,1,30,0,57,100,1847,1,50,50,0,1,8,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 11:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-6.7851197273299135, -68.91181691456748)",100,30,45,1,1,30,0,15,100,1156,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 12:00:00,-60,0,136,Wi-Fi,2.4,AES,"(-24.89133787022, -84.22447557792101)",100,30,39,1,1,30,0,37,100,655,1,50,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 13:00:00,-60,0,120,Wi-Fi,5.0,AES,"(10.3081734984697, -76.79220891412844)",416,30,20,1,1,30,0,100,100,100,1,50,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024-11-08 14:00:00,-60,0,50,Wi-Fi,2.4,AES,"(-38.532266495460775, -4.443241785955081)",100,30,20,1,1,30,0,100,100,744,1,50,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-11-08 15:00:00,-60,0,50,ZigBee,2.4,AES,"(-71.38205738038, -79.91203146997388)",100,30,20,0,1,30,2,56,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2024-11-08 16:00:00,-80,0,476,Wi-Fi,2.4,AES,"(-6.635922662255865, 13.31198948801216)",100,30,20,1,0,30,0,20,100,100,1,50,50,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2024-11-08 17:00:00,-60,0,50,LoRa,5.0,AES,"(88.64781584581814, 26.94667433520985)",100,30,34,1,1,30,0,26,100,100,1,44,50,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2024-11-08 18:00:00,-60,0,50,Wi-Fi,915.0,AES,"(35.425888572120485, -42.023346947240725)",117,30,26,1,1,30,0,85,100,100,1,50,216,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 19:00:00,-60,0,50,Wi-Fi,5.0,AES,"(76.18126821061097, -81.71554939906987)",100,80,20,1,1,30,0,39,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2024-11-08 20:00:00,-67,0,375,ZigBee,2.4,AES,"(38.221240684039884, -173.2592990209554)",100,30,20,1,1,30,0,29,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 21:00:00,-60,0,318,Wi-Fi,5.0,AES,"(41.908582587935115, -57.44934447874283)",100,16,20,1,1,30,0,55,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 22:00:00,-60,0,50,Wi-Fi,2.4,AES,"(84.60215063456852, 72.1484023215722)",54,30,20,1,1,30,0,18,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08 23:00:00,-60,0,50,Wi-Fi,5.0,AES,"(-54.07081651371455, 53.96723108879138)",100,30,20,1,1,5,0,27,100,1514,1,50,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2024-11-09 00:00:00,-60,17,50,LoRa,2.4,AES,"(1.7703107675521181, -51.74738399109975)",100,52,20,0,1,30,0,14,100,100,1,59,50,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2024-11-09 01:00:00,-60,0,259,LoRa,2.4,Plain-text,"(51.764706646953385, 17.14722027859031)",100,30,20,1,1,30,8,44,100,100,1,50,50,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2024-11-09 02:00:00,-60,0,128,ZigBee,2.4,AES,"(-87.42963814137178, -133.8598187849247)",100,30,20,0,1,30,0,26,100,100,1,38,50,8,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-09 03:00:00,-60,0,303,ZigBee,5.0,AES,"(48.57594289456918, -124.39401942149088)",100,30,20,0,0,30,0,75,100,100,1,82,50,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2024-11-09 04:00:00,-60,0,50,Wi-Fi,5.0,Plain-text,"(-43.478094676385595, -145.02167019587273)",100,30,16,1,1,30,0,95,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2024-11-09 05:00:00,-60,0,50,Wi-Fi,915.0,RSA,"(20.438948060360474, 57.916309520765594)",100,30,20,1,1,30,0,21,96,1273,1,50,165,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2024-11-09 06:00:00,-47,0,50,LoRa,2.4,AES,"(31.45747413327065, -101.47870428729114)",100,30,20,1,0,30,0,94,100,1070,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-09 07:00:00,-60,0,153,Wi-Fi,2.4,AES,"(48.384834955359594, 76.65475851227478)",100,30,20,1,1,46,0,2,100,100,1,50,50,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2024-11-09 08:00:00,-60,0,50,ZigBee,2.4,RSA,"(48.89697372311062, 114.89641473445494)",100,30,20,1,1,30,0,33,486,100,1,50,50,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024-11-09 09:00:00,-60,0,50,Wi-Fi,2.4,AES,"(7.039722134318495, 15.384564319790087)",100,30,20,0,1,30,0,31,100,1865,1,50,50,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2024-11-09 10:00:00,-60,0,50,Wi-Fi,5.0,RSA,"(81.0119451300819, 3.497884987367911)",100,30,20,1,1,30,0,24,100,100,1,50,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-09 11:00:00,-60,0,220,Wi-Fi,2.4,AES,"(-71.33285051274736, -145.35948882666995)",100,30,20,1,1,30,0,38,100,100,1,50,220,0,1,0,0,0,0,0,0,0,0,0,0,0,0
